Region	Month of Period End	Median Sale Price	Median Sale Price MoM 	Median Sale Price YoY 	Homes Sold	Homes Sold MoM 	Homes Sold YoY 	New Listings	New Listings MoM 	New Listings YoY 	Inventory	Inventory MoM 	 Inventory YoY 	Days on Market	Days on Market MoM	Days on Market YoY	Average Sale To List	Average Sale To List MoM 	Average Sale To List YoY 
Philadelphia, PA metro area	December 2014	$150K	-1.2%	-0.3%	1,735	19.9%	14.7%	1,471	-17.2%	17.0%	9,370	-9.7%	6.0%	76	6	-1	94.9%	0.2%	0.6%
Philadelphia, PA metro area	January 2015	$145K	-3.3%	-1.7%	1,243	-28.4%	7.7%	2,101	42.8%	7.1%	9,324	-0.5%	6.4%	79	3	3	94.7%	-0.2%	0.8%
Philadelphia, PA metro area	February 2015	$135K	-7.0%	-6.2%	1,241	-0.2%	26.6%	2,230	6.1%	13.3%	9,356	0.3%	6.0%	89	10	-1	94.5%	-0.1%	0.7%
Philadelphia, PA metro area	March 2015	$153K	13.0%	2.0%	1,554	25.2%	17.9%	3,079	38.1%	2.1%	9,857	5.4%	4.6%	93	4	2	94.6%	0.1%	0.4%
Philadelphia, PA metro area	April 2015	$160K	4.9%	6.7%	1,782	14.7%	16.9%	3,527	14.6%	1.0%	10,459	6.1%	5.8%	74	-19	0	95.1%	0.5%	0.5%
Philadelphia, PA metro area	May 2015	$169K	5.4%	2.2%	1,973	10.7%	7.9%	3,233	-8.3%	1.0%	10,714	2.4%	5.2%	50	-24	0	95.8%	0.7%	0.5%
Philadelphia, PA metro area	June 2015	$189K	12.1%	8.0%	2,497	26.6%	20.6%	3,001	-7.2%	4.5%	10,709	0.0%	-0.1%	48	-2	4	96.0%	0.2%	0.4%
Philadelphia, PA metro area	July 2015	$180K	-4.8%	5.9%	2,297	-8.0%	19.2%	2,717	-9.5%	1.5%	10,614	-0.9%	-4.8%	51	3	6	95.9%	-0.1%	0.6%
Philadelphia, PA metro area	August 2015	$173K	-4.1%	0.8%	1,982	-13.7%	8.4%	2,553	-6.0%	7.8%	10,382	-2.2%	-5.8%	58	7	5	95.9%	0.0%	0.6%
Philadelphia, PA metro area	September 2015	$159K	-7.8%	6.0%	1,781	-10.1%	8.9%	2,598	1.8%	-4.8%	10,445	0.6%	-6.9%	63	5	-2	95.4%	-0.5%	0.7%
Philadelphia, PA metro area	October 2015	$163K	2.5%	8.7%	1,907	7.1%	11.8%	2,509	-3.4%	-2.3%	10,224	-2.1%	-7.1%	69	6	-3	95.1%	-0.4%	0.4%
Philadelphia, PA metro area	November 2015	$150K	-8.0%	-1.2%	1,496	-21.6%	3.4%	2,152	-14.2%	21.1%	9,783	-4.3%	-5.7%	63	-6	-7	95.1%	0.0%	0.4%
Philadelphia, PA metro area	December 2015	$160K	6.7%	6.7%	1,937	29.5%	11.6%	1,567	-27.2%	6.5%	8,789	-10.2%	-6.2%	65	2	-11	95.2%	0.2%	0.3%
Philadelphia, PA metro area	January 2016	$152K	-4.8%	5.0%	1,480	-23.6%	19.1%	2,082	32.9%	-0.9%	8,676	-1.3%	-6.9%	77	12	-2	95.0%	-0.2%	0.4%
Philadelphia, PA metro area	February 2016	$149K	-2.4%	10.2%	1,466	-0.9%	18.1%	2,547	22.3%	14.2%	8,817	1.6%	-5.8%	79	2	-10	94.8%	-0.2%	0.3%
Philadelphia, PA metro area	March 2016	$160K	7.6%	4.9%	1,767	20.5%	13.7%	3,450	35.5%	12.0%	9,223	4.6%	-6.4%	78	-1	-15	95.4%	0.5%	0.8%
Philadelphia, PA metro area	April 2016	$171K	6.9%	6.9%	2,006	13.5%	12.6%	3,240	-6.1%	-8.1%	9,244	0.2%	-11.6%	57	-21	-17	96.2%	0.8%	1.0%
Philadelphia, PA metro area	May 2016	$190K	11.1%	12.7%	2,271	13.2%	15.1%	3,093	-4.5%	-4.3%	9,219	-0.3%	-14.0%	46	-11	-4	96.3%	0.2%	0.5%
Philadelphia, PA metro area	June 2016	$195K	2.6%	3.2%	2,864	26.1%	14.7%	2,954	-4.5%	-1.6%	9,171	-0.5%	-14.4%	44	-2	-4	97.0%	0.7%	1.0%
Philadelphia, PA metro area	July 2016	$185K	-5.1%	2.8%	2,291	-20.0%	-0.3%	2,480	-16.0%	-8.7%	9,077	-1.0%	-14.5%	43	-1	-8	96.6%	-0.5%	0.7%
Philadelphia, PA metro area	August 2016	$181K	-2.2%	4.9%	2,371	3.5%	19.6%	2,540	2.4%	-0.5%	8,529	-6.0%	-17.8%	50	7	-8	96.6%	0.1%	0.7%
Philadelphia, PA metro area	September 2016	$172K	-5.0%	8.2%	2,035	-14.2%	14.3%	2,646	4.2%	1.8%	8,679	1.8%	-16.9%	51	1	-12	96.4%	-0.2%	1.0%
Philadelphia, PA metro area	October 2016	$169K	-1.7%	3.7%	1,879	-7.7%	-1.5%	2,508	-5.2%	0.0%	8,604	-0.9%	-15.8%	52	1	-17	96.2%	-0.3%	1.1%
Philadelphia, PA metro area	November 2016	$171K	1.3%	14.2%	1,896	0.9%	26.7%	1,972	-21.4%	-8.4%	8,008	-6.9%	-18.1%	54	2	-9	95.8%	-0.4%	0.7%
Philadelphia, PA metro area	December 2016	$176K	2.8%	10.0%	2,019	6.5%	4.2%	1,522	-22.8%	-2.9%	7,116	-11.1%	-19.0%	52	-2	-13	96.0%	0.3%	0.8%
Philadelphia, PA metro area	January 2017	$172K	-2.3%	13.0%	1,505	-25.5%	1.7%	2,300	51.1%	10.5%	7,121	0.1%	-17.9%	64	12	-13	95.9%	-0.1%	0.9%
Philadelphia, PA metro area	February 2017	$161K	-6.4%	8.3%	1,512	0.5%	3.1%	2,664	15.8%	4.6%	7,438	4.5%	-15.6%	62	-2	-17	95.6%	-0.3%	0.8%
Philadelphia, PA metro area	March 2017	$175K	8.7%	9.4%	2,075	37.2%	17.4%	3,380	26.9%	-2.0%	7,685	3.3%	-16.7%	56	-6	-22	96.0%	0.4%	0.7%
Philadelphia, PA metro area	April 2017	$190K	8.5%	11.1%	2,090	0.7%	4.2%	3,261	-3.5%	0.6%	8,021	4.4%	-13.2%	45	-11	-12	96.6%	0.6%	0.5%
Philadelphia, PA metro area	May 2017	$200K	5.3%	5.2%	2,580	23.4%	13.6%	3,246	-0.5%	4.9%	7,993	-0.3%	-13.3%	37	-8	-9	97.2%	0.6%	0.9%
Philadelphia, PA metro area	June 2017	$213K	6.6%	9.2%	3,006	16.5%	5.0%	3,068	-5.5%	3.9%	8,059	0.8%	-12.1%	36	-1	-8	97.2%	0.0%	0.2%
Philadelphia, PA metro area	July 2017	$205K	-3.8%	10.8%	2,396	-20.3%	4.6%	2,651	-13.6%	6.9%	7,944	-1.4%	-12.5%	37	1	-6	97.4%	0.2%	0.8%
Philadelphia, PA metro area	August 2017	$190K	-7.4%	4.9%	2,465	2.9%	4.0%	2,720	2.6%	7.1%	7,824	-1.5%	-8.3%	40	3	-10	96.9%	-0.5%	0.3%
Philadelphia, PA metro area	September 2017	$185K	-2.6%	7.6%	2,077	-15.7%	2.1%	2,699	-0.8%	2.0%	8,172	4.4%	-5.8%	42	2	-9	96.8%	-0.1%	0.4%
Philadelphia, PA metro area	October 2017	$187K	1.1%	10.7%	2,051	-1.3%	9.2%	2,557	-5.3%	2.0%	8,093	-1.0%	-5.9%	49	7	-3	96.6%	-0.2%	0.4%
Philadelphia, PA metro area	November 2017	$185K	-1.1%	8.0%	2,080	1.4%	9.7%	2,009	-21.4%	1.9%	7,542	-6.8%	-5.8%	58	9	4	96.3%	-0.4%	0.5%
Philadelphia, PA metro area	December 2017	$190K	2.6%	7.9%	2,078	-0.1%	2.9%	1,411	-29.8%	-7.3%	6,533	-13.4%	-8.2%	61	3	9	96.3%	0.1%	0.3%
Philadelphia, PA metro area	January 2018	$185K	-2.8%	7.3%	1,643	-20.9%	9.2%	2,086	47.8%	-9.3%	6,374	-2.4%	-10.5%	64	3	0	96.1%	-0.2%	0.2%
Philadelphia, PA metro area	February 2018	$175K	-5.2%	8.7%	1,360	-17.2%	-10.1%	2,511	20.4%	-5.7%	6,763	6.1%	-9.1%	69	5	7	96.2%	0.1%	0.6%
Philadelphia, PA metro area	March 2018	$198K	13.1%	13.1%	1,935	42.3%	-6.7%	2,943	17.2%	-12.9%	6,350	-6.1%	-17.4%	58	-11	2	96.6%	0.4%	0.6%
Philadelphia, PA metro area	April 2018	$204K	3.1%	7.4%	2,207	14.1%	5.6%	3,360	14.2%	3.0%	6,397	0.7%	-20.2%	39	-19	-6	97.5%	0.8%	0.8%
Philadelphia, PA metro area	May 2018	$210K	2.9%	5.1%	2,598	17.7%	0.7%	3,351	-0.3%	3.2%	6,527	2.0%	-18.3%	33	-6	-4	97.5%	0.0%	0.2%
Philadelphia, PA metro area	June 2018	$215K	2.4%	0.9%	2,920	12.4%	-2.9%	3,023	-9.8%	-1.5%	6,455	-1.1%	-19.9%	30	-3	-6	97.8%	0.3%	0.6%
Philadelphia, PA metro area	July 2018	$209K	-2.8%	1.9%	2,477	-15.2%	3.4%	2,720	-10.0%	2.6%	6,432	-0.4%	-19.0%	30	0	-7	97.6%	-0.2%	0.2%
Philadelphia, PA metro area	August 2018	$209K	0.0%	10.1%	2,478	0.0%	0.5%	2,701	-0.7%	-0.7%	6,400	-0.5%	-18.2%	32	2	-8	97.5%	-0.1%	0.6%
Philadelphia, PA metro area	September 2018	$200K	-4.4%	8.1%	1,923	-22.4%	-7.4%	2,641	-2.2%	-2.1%	6,587	2.9%	-19.4%	35	3	-7	97.2%	-0.3%	0.4%
Philadelphia, PA metro area	October 2018	$196K	-2.1%	4.7%	2,053	6.8%	0.1%	2,759	4.5%	7.9%	6,635	0.7%	-18.0%	33	-2	-16	96.9%	-0.3%	0.3%
Philadelphia, PA metro area	November 2018	$195K	-0.4%	5.4%	2,040	-0.6%	-1.9%	2,013	-27.0%	0.2%	6,265	-5.6%	-16.9%	36	3	-22	96.5%	-0.4%	0.3%
Philadelphia, PA metro area	December 2018	$189K	-3.1%	-0.5%	1,861	-8.8%	-10.4%	1,377	-31.6%	-2.4%	5,575	-11.0%	-14.7%	39	3	-22	96.4%	-0.1%	0.1%
Philadelphia, PA metro area	January 2019	$185K	-2.1%	0.2%	1,406	-24.4%	-14.4%	2,218	61.1%	6.3%	5,842	4.8%	-8.3%	48	9	-16	96.5%	0.1%	0.4%
Philadelphia, PA metro area	February 2019	$185K	-0.1%	5.7%	1,360	-3.3%	0.0%	2,369	6.8%	-5.7%	6,088	4.2%	-10.0%	55	7	-14	96.0%	-0.5%	-0.2%
Philadelphia, PA metro area	March 2019	$200K	8.1%	1.0%	1,800	32.4%	-7.0%	3,108	31.2%	5.6%	6,543	7.5%	3.0%	50	-5	-8	96.6%	0.5%	0.0%
Philadelphia, PA metro area	April 2019	$210K	5.0%	2.9%	2,141	18.9%	-3.0%	3,385	8.9%	0.7%	6,846	4.6%	7.0%	42	-8	3	97.3%	0.8%	-0.1%
Philadelphia, PA metro area	May 2019	$217K	3.3%	3.3%	2,581	20.6%	-0.7%	3,424	1.2%	2.2%	7,184	4.9%	10.1%	37	-5	4	97.3%	0.0%	-0.2%
Philadelphia, PA metro area	June 2019	$235K	8.3%	9.3%	2,524	-2.2%	-13.6%	2,928	-14.5%	-3.1%	7,206	0.3%	11.6%	39	2	9	97.7%	0.4%	-0.1%
Philadelphia, PA metro area	July 2019	$225K	-4.3%	7.7%	2,434	-3.6%	-1.7%	2,714	-7.3%	-0.2%	6,866	-4.7%	6.7%	39	0	9	97.4%	-0.3%	-0.2%
Philadelphia, PA metro area	August 2019	$222K	-1.2%	6.3%	2,305	-5.3%	-7.0%	2,564	-5.5%	-5.1%	6,651	-3.1%	3.9%	40	1	8	97.0%	-0.4%	-0.5%
Philadelphia, PA metro area	September 2019	$200K	-10.0%	0.1%	2,017	-12.5%	4.9%	2,870	11.9%	8.7%	6,967	4.8%	5.8%	38	-2	3	96.7%	-0.2%	-0.5%
Philadelphia, PA metro area	October 2019	$200K	0.0%	2.2%	1,987	-1.5%	-3.2%	2,777	-3.2%	0.7%	7,035	1.0%	6.0%	39	1	6	96.9%	0.1%	0.0%
Philadelphia, PA metro area	November 2019	$216K	8.0%	10.8%	1,884	-5.2%	-7.6%	2,035	-26.7%	1.1%	6,537	-7.1%	4.3%	42	3	6	96.7%	-0.2%	0.2%
Philadelphia, PA metro area	December 2019	$210K	-2.8%	11.1%	2,097	11.3%	12.7%	1,367	-32.8%	-0.7%	5,542	-15.2%	-0.6%	43	1	4	96.2%	-0.5%	-0.2%
Philadelphia, PA metro area	January 2020	$208K	-0.9%	12.4%	1,682	-19.8%	19.6%	2,259	65.3%	1.8%	5,530	-0.2%	-5.3%	54	11	6	96.4%	0.2%	-0.1%
Philadelphia, PA metro area	February 2020	$215K	3.4%	16.3%	1,578	-6.2%	16.0%	2,571	13.8%	8.5%	5,803	4.9%	-4.7%	58	4	3	96.3%	-0.1%	0.3%
Philadelphia, PA metro area	March 2020	$235K	9.3%	17.5%	1,810	14.7%	0.6%	2,499	-2.8%	-19.6%	5,785	-0.3%	-11.6%	46	-12	-4	97.0%	0.7%	0.4%
Philadelphia, PA metro area	April 2020	$246K	4.7%	17.1%	1,489	-17.7%	-30.5%	1,007	-59.7%	-70.3%	5,361	-7.3%	-21.7%	39	-7	-3	97.8%	0.8%	0.4%
Philadelphia, PA metro area	May 2020	$234K	-5.0%	7.7%	1,112	-25.3%	-56.9%	2,228	121.3%	-34.9%	5,871	9.5%	-18.3%	42	3	5	96.8%	-1.0%	-0.5%
Philadelphia, PA metro area	June 2020	$250K	7.0%	6.4%	1,556	39.9%	-38.4%	3,122	40.1%	6.6%	6,149	4.7%	-14.7%	47	5	8	97.3%	0.6%	-0.3%
Philadelphia, PA metro area	July 2020	$246K	-1.8%	9.1%	2,520	62.0%	3.5%	3,283	5.2%	21.0%	6,170	0.3%	-10.1%	40	-7	1	98.0%	0.6%	0.6%
Philadelphia, PA metro area	August 2020	$245K	-0.2%	10.2%	2,541	0.8%	10.2%	3,145	-4.2%	22.7%	6,203	0.5%	-6.7%	35	-5	-5	98.4%	0.4%	1.4%
Philadelphia, PA metro area	September 2020	$243K	-0.8%	21.5%	2,510	-1.2%	24.4%	3,174	0.9%	10.6%	6,374	2.8%	-8.5%	33	-2	-5	98.1%	-0.3%	1.3%
Philadelphia, PA metro area	October 2020	$237K	-2.5%	18.5%	2,555	1.8%	28.6%	3,178	0.1%	14.4%	6,384	0.2%	-9.3%	35	2	-4	98.3%	0.2%	1.4%
Philadelphia, PA metro area	November 2020	$245K	3.4%	13.4%	2,291	-10.3%	21.6%	2,337	-26.5%	14.8%	6,018	-5.7%	-7.9%	33	-2	-9	98.5%	0.2%	1.8%
Philadelphia, PA metro area	December 2020	$240K	-2.0%	14.3%	2,397	4.6%	14.3%	1,682	-28.0%	23.0%	5,085	-15.5%	-8.2%	35	2	-8	98.1%	-0.4%	1.9%
Philadelphia, PA metro area	January 2021	$235K	-2.1%	13.0%	1,874	-21.8%	11.4%	2,232	32.7%	-1.2%	4,935	-2.9%	-10.8%	41	6	-13	97.8%	-0.3%	1.4%
Philadelphia, PA metro area	February 2021	$237K	0.8%	10.2%	1,737	-7.3%	10.1%	2,126	-4.7%	-17.3%	4,736	-4.0%	-18.4%	42	1	-16	97.7%	-0.2%	1.4%
Philadelphia, PA metro area	March 2021	$258K	8.9%	9.8%	2,264	30.3%	25.1%	3,313	55.8%	32.6%	4,974	5.0%	-14.0%	39	-3	-7	98.5%	0.9%	1.6%
Philadelphia, PA metro area	April 2021	$265K	2.7%	7.7%	2,512	11.0%	68.7%	3,618	9.2%	259.3%	5,339	7.3%	-0.4%	32	-7	-7	99.1%	0.6%	1.3%
Philadelphia, PA metro area	May 2021	$267K	0.7%	14.2%	2,531	0.8%	127.6%	3,362	-7.1%	50.9%	5,479	2.6%	-6.7%	27	-5	-15	99.8%	0.7%	3.0%
Philadelphia, PA metro area	June 2021	$280K	4.9%	12.0%	3,134	23.8%	101.4%	3,436	2.2%	10.1%	5,679	3.7%	-7.6%	26	-1	-21	100.0%	0.3%	2.7%
Philadelphia, PA metro area	July 2021	$275K	-1.8%	12.0%	2,744	-12.4%	8.9%	3,244	-5.6%	-1.2%	6,176	8.8%	0.1%	26	0	-14	100.2%	0.2%	2.2%
Philadelphia, PA metro area	August 2021	$270K	-1.8%	10.2%	2,562	-6.6%	0.8%	2,993	-7.7%	-4.8%	6,160	-0.3%	-0.7%	28	2	-7	99.7%	-0.5%	1.4%
Philadelphia, PA metro area	September 2021	$260K	-3.7%	7.0%	2,413	-5.8%	-3.9%	3,072	2.6%	-3.2%	6,487	5.3%	1.8%	33	5	0	99.1%	-0.6%	1.0%
Philadelphia, PA metro area	October 2021	$260K	0.0%	9.7%	2,296	-4.8%	-10.1%	2,929	-4.7%	-7.8%	6,392	-1.5%	0.1%	37	4	2	98.6%	-0.5%	0.3%
Philadelphia, PA metro area	November 2021	$265K	1.9%	8.2%	2,385	3.9%	4.1%	2,362	-19.4%	1.1%	5,891	-7.8%	-2.1%	37	0	4	98.7%	0.2%	0.2%
Philadelphia, PA metro area	December 2021	$256K	-3.4%	6.7%	2,508	5.2%	4.6%	1,666	-29.5%	-1.0%	4,951	-16.0%	-2.6%	40	3	5	98.6%	-0.1%	0.5%
Philadelphia, PA metro area	January 2022	$250K	-2.3%	6.4%	2,056	-18.0%	9.7%	2,083	25.0%	-6.7%	4,634	-6.4%	-6.1%	45	5	4	98.2%	-0.5%	0.3%
Philadelphia, PA metro area	February 2022	$250K	0.0%	5.5%	1,806	-12.2%	4.0%	2,538	21.8%	19.4%	4,718	1.8%	-0.4%	49	4	7	98.2%	0.0%	0.5%
Philadelphia, PA metro area	March 2022	$265K	6.0%	2.7%	2,463	36.4%	8.8%	3,354	32.2%	1.2%	5,046	7.0%	1.4%	35	-14	-4	99.0%	0.8%	0.5%
Philadelphia, PA metro area	April 2022	$275K	3.8%	3.8%	2,361	-4.1%	-6.0%	3,378	0.7%	-6.6%	5,542	9.8%	3.8%	29	-6	-3	99.7%	0.7%	0.6%
Philadelphia, PA metro area	May 2022	$286K	4.0%	7.2%	2,535	7.4%	0.2%	3,177	-6.0%	-5.5%	5,794	4.5%	5.7%	26	-3	-1	100.3%	0.6%	0.5%
Philadelphia, PA metro area	June 2022	$297K	3.8%	6.1%	2,755	8.7%	-12.1%	3,414	7.5%	-0.6%	6,354	9.7%	11.9%	28	2	2	100.2%	-0.1%	0.2%
Philadelphia, PA metro area	July 2022	$280K	-5.7%	1.8%	2,200	-20.1%	-19.8%	2,755	-19.3%	-15.1%	6,563	3.3%	6.3%	31	3	5	99.7%	-0.5%	-0.5%
Philadelphia, PA metro area	August 2022	$275K	-1.8%	1.9%	2,216	0.7%	-13.5%	2,550	-7.4%	-14.8%	6,486	-1.2%	5.3%	32	1	4	98.8%	-0.9%	-1.0%
Philadelphia, PA metro area	September 2022	$259K	-5.8%	-0.4%	1,957	-11.7%	-18.9%	2,613	2.5%	-14.9%	6,634	2.3%	2.3%	41	9	8	97.9%	-0.9%	-1.3%
Philadelphia, PA metro area	October 2022	$256K	-1.4%	-1.7%	1,745	-10.8%	-24.0%	2,364	-9.5%	-19.3%	6,613	-0.3%	3.5%	38	-3	1	97.8%	-0.1%	-0.8%
Philadelphia, PA metro area	November 2022	$260K	1.8%	-1.9%	1,596	-8.5%	-33.1%	1,807	-23.6%	-23.5%	6,216	-6.0%	5.5%	39	1	2	97.5%	-0.3%	-1.3%
Philadelphia, PA metro area	December 2022	$258K	-1.0%	0.6%	1,515	-5.1%	-39.6%	1,335	-26.1%	-19.9%	5,471	-12.0%	10.5%	46	7	6	97.1%	-0.4%	-1.5%
Philadelphia, PA metro area	January 2023	$240K	-6.8%	-4.0%	1,267	-16.4%	-38.4%	1,873	40.3%	-10.1%	5,399	-1.3%	16.5%	54	8	9	96.2%	-0.8%	-1.9%
Philadelphia, PA metro area	February 2023	$235K	-2.1%	-6.0%	1,287	1.6%	-28.7%	1,908	1.9%	-24.8%	5,379	-0.4%	14.0%	59	5	10	96.5%	0.3%	-1.6%
Philadelphia, PA metro area	March 2023	$260K	10.6%	-1.9%	1,772	37.7%	-28.1%	2,649	38.8%	-21.0%	5,528	2.8%	9.6%	46	-13	11	97.4%	0.8%	-1.6%
Philadelphia, PA metro area	April 2023	$262K	0.7%	-4.8%	1,726	-2.6%	-26.9%	2,546	-3.9%	-24.6%	5,726	3.6%	3.3%	41	-5	12	97.9%	0.6%	-1.8%
Philadelphia, PA metro area	May 2023	$275K	5.1%	-3.8%	2,121	22.9%	-16.3%	2,530	-0.6%	-20.4%	5,681	-0.8%	-2.0%	36	-5	10	98.7%	0.7%	-1.7%
Philadelphia, PA metro area	June 2023	$285K	3.6%	-4.0%	2,151	1.4%	-21.9%	2,418	-4.4%	-29.2%	5,576	-1.8%	-12.2%	35	-1	7	99.1%	0.4%	-1.2%
Philadelphia, PA metro area	July 2023	$281K	-1.2%	0.5%	1,756	-18.4%	-20.2%	2,259	-6.6%	-18.0%	5,561	-0.3%	-15.3%	36	1	5	98.8%	-0.3%	-0.9%
Philadelphia, PA metro area	August 2023	$275K	-2.3%	0.0%	1,864	6.2%	-15.9%	2,280	0.9%	-10.6%	5,548	-0.2%	-14.5%	39	3	7	98.7%	-0.1%	-0.1%
Philadelphia, PA metro area	September 2023	$270K	-1.8%	4.2%	1,637	-12.2%	-16.4%	2,454	7.6%	-6.1%	5,975	7.7%	-9.9%	36	-3	-5	98.0%	-0.7%	0.1%
Philadelphia, PA metro area	October 2023	$265K	-1.9%	3.7%	1,593	-2.7%	-8.7%	2,279	-7.1%	-3.6%	6,033	1.0%	-8.8%	38	2	0	98.3%	0.3%	0.5%
Philadelphia, PA metro area	November 2023	$235K	-11.3%	-9.6%	1,693	6.3%	6.1%	1,876	-17.7%	3.8%	5,834	-3.3%	-6.1%	41	3	2	96.9%	-1.4%	-0.6%
Philadelphia, PA metro area	December 2023	$250K	6.4%	-2.9%	1,571	-7.2%	3.7%	1,313	-30.0%	-1.6%	5,156	-11.6%	-5.8%	45	4	-1	97.4%	0.5%	0.4%
Philadelphia, PA metro area	January 2024	$260K	4.0%	8.3%	1,240	-21.1%	-2.1%	1,770	34.8%	-5.5%	5,070	-1.7%	-6.1%	52	7	-2	97.4%	-0.1%	1.1%
Philadelphia, PA metro area	February 2024	$255K	-2.0%	8.5%	1,273	2.7%	-1.1%	2,172	22.7%	13.8%	5,265	3.8%	-2.1%	54	2	-5	97.1%	-0.2%	0.6%
Philadelphia, PA metro area	March 2024	$270K	5.9%	3.8%	1,647	29.4%	-7.1%	2,454	13.0%	-7.4%	5,399	2.5%	-2.3%	43	-11	-3	98.1%	1.0%	0.7%
Philadelphia, PA metro area	April 2024	$275K	1.9%	5.1%	1,835	11.4%	6.3%	2,737	11.5%	7.5%	5,696	5.5%	-0.5%	38	-5	-3	98.6%	0.5%	0.6%
Philadelphia, PA metro area	May 2024	$280K	1.8%	1.8%	2,101	14.5%	-0.9%	2,698	-1.4%	6.6%	5,814	2.1%	2.3%	37	-1	1	99.2%	0.6%	0.5%
Philadelphia, PA metro area	June 2024	$302K	7.9%	6.0%	1,911	-9.0%	-11.2%	2,381	-11.7%	-1.5%	5,906	1.6%	5.9%	36	-1	1	99.3%	0.1%	0.2%
Philadelphia, PA metro area	July 2024	$300K	-0.7%	6.6%	1,955	2.3%	11.3%	2,295	-3.6%	1.6%	5,860	-0.8%	5.4%	35	-1	-1	99.1%	-0.2%	0.3%
Philadelphia, PA metro area	August 2024	$297K	-1.0%	8.0%	1,841	-5.8%	-1.2%	2,237	-2.5%	-1.9%	5,864	0.1%	5.7%	41	6	2	98.4%	-0.6%	-0.2%
Philadelphia, PA metro area	September 2024	$275K	-7.4%	1.9%	1,622	-11.9%	-0.9%	2,375	6.2%	-3.2%	6,120	4.4%	2.4%	42	1	6	97.9%	-0.5%	-0.1%
Philadelphia, PA metro area	October 2024	$280K	1.8%	5.7%	1,795	10.7%	12.7%	2,389	0.6%	4.8%	6,160	0.7%	2.1%	42	0	4	97.7%	-0.2%	-0.6%
Philadelphia, PA metro area	November 2024	$280K	0.0%	19.1%	1,543	-14.0%	-8.9%	1,912	-20.0%	1.9%	5,908	-4.1%	1.3%	42	0	1	97.6%	-0.1%	0.7%
Philadelphia, PA metro area	December 2024	$280K	0.0%	12.0%	1,705	10.5%	8.5%	1,326	-30.6%	1.0%	5,155	-12.7%	0.0%	45	3	0	97.2%	-0.3%	-0.2%
Philadelphia, PA metro area	January 2025	$263K	-5.9%	1.3%	1,320	-22.6%	6.5%	1,858	40.1%	5.0%	5,135	-0.4%	1.3%	53	8	1	97.7%	0.4%	0.3%
Philadelphia, PA metro area	February 2025	$274K	3.8%	7.3%	1,224	-7.3%	-3.8%	2,068	11.3%	-4.8%	5,397	5.1%	2.5%	57	4	3	97.7%	0.0%	0.5%
Philadelphia, PA metro area	March 2025	$285K	4.2%	5.6%	1,544	26.1%	-6.3%	2,581	24.8%	5.2%	5,652	4.7%	4.7%	44	-13	1	98.5%	0.9%	0.4%
Philadelphia, PA metro area	April 2025	$287K	0.7%	4.4%	1,741	12.8%	-5.1%	2,842	10.1%	3.8%	6,155	8.9%	8.1%	40	-4	2	98.7%	0.2%	0.1%
Philadelphia, PA metro area	May 2025	$310K	8.0%	10.7%	1,960	12.6%	-6.7%	2,703	-4.9%	0.2%	6,418	4.3%	10.4%	36	-4	-1	98.6%	-0.1%	-0.5%
Philadelphia, PA metro area	June 2025	$315K	1.6%	4.3%	2,125	8.4%	11.2%	2,408	-10.9%	1.1%	6,342	-1.2%	7.4%	39	3	3	99.0%	0.4%	-0.2%
Philadelphia, PA metro area	July 2025	$300K	-4.8%	0.0%	1,868	-12.1%	-4.5%	2,409	0.0%	5.0%	6,394	0.8%	9.1%	41	2	6	98.7%	-0.4%	-0.4%
Philadelphia, PA metro area	August 2025	$298K	-0.7%	0.3%	1,727	-7.5%	-6.2%	2,024	-16.0%	-9.5%	6,121	-4.3%	4.4%	42	1	1	98.5%	-0.2%	0.0%
Philadelphia, PA metro area	September 2025	$280K	-6.0%	1.8%	1,671	-3.2%	3.0%	2,518	24.4%	6.0%	6,313	3.1%	3.2%	44	2	2	97.2%	-1.2%	-0.7%
Seattle, WA metro area	January 2012	$254K	-4.3%	-10.8%	1,906	-29.5%	15.2%	2,820	48.1%	-16.2%	10,495	-3.7%	-27.0%	70	0	-22	97.4%	-0.2%	0.6%
Seattle, WA metro area	February 2012	$260K	2.3%	-10.3%	2,284	19.8%	26.8%	3,485	23.6%	-5.5%	10,095	-3.8%	-30.6%	77	7	-14	97.7%	0.3%	0.8%
Seattle, WA metro area	March 2012	$272K	4.7%	-6.1%	2,955	29.4%	10.4%	4,133	18.6%	-7.2%	9,679	-4.1%	-34.1%	71	-6	-20	98.0%	0.3%	1.0%
Seattle, WA metro area	April 2012	$290K	6.5%	0.0%	3,148	6.5%	18.8%	4,280	3.6%	-4.7%	9,597	-0.8%	-35.8%	50	-21	-20	98.4%	0.4%	1.1%
Seattle, WA metro area	May 2012	$299K	3.1%	6.8%	3,563	13.2%	24.5%	4,483	4.7%	3.1%	9,551	-0.5%	-36.5%	37	-13	-22	99.0%	0.6%	1.5%
Seattle, WA metro area	June 2012	$310K	3.7%	8.4%	3,730	4.7%	14.1%	4,209	-6.1%	-5.7%	9,480	-0.7%	-37.7%	33	-4	-19	99.0%	0.0%	1.6%
Seattle, WA metro area	July 2012	$310K	0.0%	8.8%	3,593	-3.7%	30.2%	3,921	-6.8%	-1.1%	9,331	-1.6%	-37.9%	29	-4	-26	99.2%	0.1%	1.7%
